ID,Group,weight_group,Weight,Time,Country,gender,urban_global,education_ISCE,age,a_1,a_2,a_3,a_4,a_5,proposal_01,proposal_02,proposal_03,proposal_04,proposal_05,proposal_06,proposal_07,proposal_08,proposal_09,proposal_10,proposal_11,proposal_12,proposal_13,proposal_14,proposal_15,proposal_16,proposal_17,proposal_18,proposal_19,proposal_20,proposal_21,proposal_22,proposal_23,proposal_24,proposal_25,proposal_26,proposal_27,proposal_28,proposal_29,proposal_30,proposal_31,proposal_32,proposal_33,proposal_34,proposal_35,proposal_36,proposal_37,proposal_38,proposal_39,proposal_40,proposal_41,proposal_42,proposal_43,proposal_44,proposal_45,statement_01,statement_02,statement_03,statement_04,statement_05,statement_06,statement_07,statement_08,statement_09,statement_10,statement_11,statement_12,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,civic_1,civic_2,civic_3,civic_4,civic_5,civic_6,civic_7,disagree_1,disagree_2,disagree_3,disagree_4,disagree_5,disagree_6,disagree_7,disagree_8,disagree_9,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,b_01,b_02,b_03,b_04,b_05,b_06,b_07,b_08_1,b_08_2,b_08_3,b_08_4,b_08_5,b_09,b_10_01,b_10_02,b_10_03,b_10_04,b_10_05,b_10_06,b_10_07,b_10_08,b_10_09,b_10_10,b_10_11,b_10_12,b_10_13,b_10_14,b_10_15,b_10_16,eval_01,eval_02,eval_03,eval_04,eval_05,eval_06,eval_07,eval_08,eval_09,eval_10,eval_11,eval_12,eval_13,eval_14,eval_15,eval_16,eval_17,eval_18
BR_1747509402,1,Brazil_Treatment,0.217348511185491,0,1,1,1,4,26,10,10,0,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,5,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,4,10,10,10,10,10,,10,10,5,10,5,10,10,10,10,5,10,10,10,5,5,5,10,9,10,10,10,10,10,10,10,5,6,10,10,6,10,1,1,1,5,4,4,1,1,5,1,1,,,,,,,,100,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747509402,1,Brazil_Treatment,0.217348511185491,1,1,1,1,4,26,8,6,0,,,10,10,6,10,8,10,10,10,10,8,10,10,10,8,10,10,10,10,10,10,10,10,7,0,10,7,10,10,10,10,0,10,10,10,10,10,10,5,0,10,5,10,10,10,10,6,5,1,9,10,10,10,10,6,0,5,5,10,5,10,5,10,10,10,6,5,8,5,0,0,6,6,7,7,8,5,10,8,10,6,10,3,2,10,6,2,6,2,,2,1,4,4,1,1,5,1,1,,,,,,,,100,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,10,10,10,10,10,10,10,10,6,10,10,5,5,10,10,10,0,10
BR_1746723734,0,Brazil_Control,0.959590857892739,0,1,1,0,3,24,5,2,1,5,5,10,10,7,8,8,7,8,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,8,10,9,9,7,10,10,5,9,10,10,10,9,9,10,10,9,10,9,10,10,10,7,4,2,5,7,10,9,9,2,8,8,,10,10,10,7,9,10,10,8,1,7,3,3,3,8,7,8,9,8,9,10,10,5,2,9,2,1,6,7,8,7,4,,5,5,4,,1,2,2,1,1,1,1,0,0,1,1,0,,1,0,1,1,0,0,0,0,,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1746723734,0,Brazil_Control,0.959590857892739,1,1,1,0,3,24,7,2,0,,,10,,10,7,,,6,7,10,6,10,10,,10,10,10,8,10,8,10,8,10,10,,10,10,8,,8,9,,8,10,8,8,,,,6,7,10,,,6,7,5,,1,5,6,9,6,7,3,,,5,10,8,8,6,7,10,10,7,2,5,2,,,6,6,8,8,8,8,10,10,7,4,7,5,2,6,7,5,6,4,,5,5,4,,1,,2,1,1,,,,,,,,21,1,0,1,0,0,0,0,0,,0,1,1,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747479724,0,Brazil_Control,1.33338450197416,0,1,0,0,3,21,10,10,1,5,5,10,10,0,5,1,6,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,7,0,10,10,0,10,10,10,10,10,10,2,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,3,10,10,10,10,0,0,0,0,0,9,10,8,9,8,8,9,10,9,0,7,0,0,6,8,9,2,4,,1,5,4,4,1,1,,1,1,1,8,,,,,,20,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747479724,0,Brazil_Control,1.33338450197416,1,1,0,0,3,21,10,10,1,10,10,10,10,0,5,4,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,3,10,10,0,10,10,10,10,10,10,4,9,4,10,10,10,10,10,10,10,3,10,10,10,10,10,3,10,7,0,10,10,10,10,10,10,10,10,0,0,0,0,0,10,10,4,10,3,7,4,10,10,,10,2,1,8,8,7,2,3,,1,5,4,4,1,1,2,1,1,1,1,0,0,0,1,0,36,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747424932,0,Brazil_Control,1.92845180547951,0,1,0,0,3,34,3,2,1,6,6,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,10,10,5,10,10,10,1,10,10,1,1,10,10,10,10,10,10,10,10,10,5,10,0,10,10,5,10,10,4,,5,5,4,1,1,2,3,1,1,3,1,0,1,1,1,0,40,1,1,1,1,1,0,0,0,,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747424932,0,Brazil_Control,1.92845180547951,1,1,0,0,3,34,0,1,1,1,1,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,1,10,10,10,10,10,10,10,10,10,10,10,10,0,2,5,,10,10,5,10,0,10,10,10,10,10,2,1,5,5,4,1,1,2,2,1,1,2,1,0,0,1,1,0,100,1,1,1,1,0,0,1,1,,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747629332,1,Brazil_Treatment,2.97140173053947,0,1,1,0,1,51,6,7,1,2,3,10,9,9,10,9,10,9,5,10,10,8,9,10,10,9,10,10,10,10,10,7,4,9,,9,7,9,7,9,10,6,9,10,10,8,9,8,2,3,6,4,8,6,8,6,7,2,2,7,7,7,9,8,3,,,3,9,3,9,3,8,10,10,9,3,3,3,7,7,4,2,3,6,,7,6,,10,,8,8,7,8,7,7,4,4,,4,5,4,4,1,2,4,1,1,1,8,,,,,,62,1,1,1,0,0,0,1,0,,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747629332,1,Brazil_Treatment,2.97140173053947,1,1,1,0,1,51,6,6,1,9,9,10,9,4,8,8,5,9,3,10,9,5,10,10,10,10,10,10,10,10,10,10,7,10,6,10,10,7,6,10,10,4,7,10,10,10,3,5,9,10,7,10,10,10,10,9,6,3,2,7,10,9,10,10,7,1,9,2,10,4,10,4,8,10,10,10,3,3,4,4,7,6,3,,6,5,6,10,4,10,3,7,2,3,7,5,2,6,4,,4,5,4,4,1,1,4,1,1,1,8,,,,,,50,1,1,1,0,1,0,1,0,,1,1,0,1,1,0,0,10,8,10,10,7,9,7,8,9,10,8,0,6,10,10,10,0,10
BR_1747654820,0,Brazil_Control,0.773614758412127,0,1,1,0,3,26,10,10,0,,,10,,0,0,10,,,10,,10,10,10,10,10,10,10,10,10,10,10,,,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,,10,0,,0,,8,10,10,10,10,,0,,10,5,10,5,10,10,10,10,,0,0,10,,10,10,0,5,,,,,10,10,5,5,,9,10,5,5,4,,5,5,,,1,2,2,1,1,,,,,,,,100,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747654820,0,Brazil_Control,0.773614758412127,1,1,1,0,3,26,10,10,0,,,10,,,10,,,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,,10,10,,10,10,10,10,10,10,10,10,,10,,,,10,0,10,0,,10,10,10,10,10,,,,5,5,10,5,10,10,10,10,3,4,0,,0,10,10,0,5,0,5,10,10,10,6,5,5,5,8,9,8,6,4,,5,5,4,,1,2,2,1,1,,,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1745830554,1,Brazil_Treatment,0.880716830879375,0,1,0,1,3,32,10,,1,2,0,8,4,,8,3,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,2,0,10,,10,10,,,7,10,0,,10,10,5,10,10,0,5,10,10,10,10,10,9,,,,10,,7,7,9,0,,,,5,,10,5,6,10,10,,,10,7,10,6,10,7,,,,,10,,10,0,10,0,3,10,10,5,5,4,,1,1,4,4,1,4,1,6,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1745830554,1,Brazil_Treatment,0.880716830879375,1,1,0,1,3,32,8,9,1,5,5,10,7,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,10,,10,10,,,10,10,0,,5,10,10,10,10,,10,8,10,10,10,10,10,,,,8,9,10,9,10,7,,,,10,,10,,,10,10,10,,0,9,5,,10,8,,,,,10,,10,,10,0,3,10,10,8,5,4,,1,,4,4,1,,,,1,1,8,,,,,,0,1,1,1,0,0,0,0,0,,0,0,0,1,0,1,0,3,7,7,7,9,1,10,10,10,,,0,,,,,0,0
BR_1747460176,0,Brazil_Control,1.50054115654135,0,1,0,0,3,28,5,8,1,8,8,10,10,0,0,5,0,0,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,0,0,10,10,0,5,10,10,10,10,10,8,10,10,10,10,10,10,10,10,0,5,7,10,10,10,10,8,5,5,0,10,8,10,5,7,10,10,10,5,0,10,0,10,5,5,,10,,,8,8,10,,10,7,0,8,8,5,5,4,,5,5,4,4,1,4,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747460176,0,Brazil_Control,1.50054115654135,1,1,0,0,3,28,7,9,1,7,7,8,3,0,6,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,,,10,10,10,10,10,,10,10,10,10,10,10,9,10,5,8,7,10,10,10,10,10,0,5,10,10,8,10,0,8,10,10,10,10,0,7,4,5,10,0,5,5,5,10,10,5,10,5,10,7,5,8,8,8,7,4,,5,5,4,4,1,4,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747457582,1,Brazil_Treatment,0.292502671286693,0,1,0,0,4,56,8,8,0,,,10,10,5,5,8,7,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,10,10,5,10,10,10,10,10,10,8,10,10,10,10,10,10,10,5,5,0,2,9,10,10,10,10,5,5,2,10,8,10,10,10,10,10,10,6,6,9,7,8,7,6,7,8,6,5,5,5,9,5,10,5,2,5,8,8,7,4,,5,2,4,4,1,3,2,1,1,,,,,,,,100,1,1,0,0,1,1,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747457582,1,Brazil_Treatment,0.292502671286693,1,1,0,0,4,56,8,8,0,,,10,6,5,0,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,2,8,7,10,10,9,10,10,10,10,10,10,8,10,10,10,10,10,10,10,7,5,0,8,10,10,10,10,0,10,0,7,10,10,10,7,10,10,10,10,5,9,9,2,2,8,7,5,9,8,5,9,5,8,5,10,7,5,7,8,8,9,4,,5,5,4,,1,4,1,1,1,,,,,,,,20,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,9,9,10,10,10,9,10,9,9,10,5,0,10,10,9,10,5,9
BR_1747529216,0,Brazil_Control,0.821608026605935,0,1,0,0,3,52,9,6,1,9,6,10,10,7,8,10,8,10,9,9,9,9,9,10,10,10,10,10,8,8,5,10,10,10,8,10,10,8,10,9,10,10,10,10,10,5,9,10,8,10,10,9,9,9,,,9,5,1,9,9,10,10,10,8,9,5,9,10,8,10,8,10,10,10,8,1,1,1,1,1,10,9,5,5,6,9,9,7,10,1,10,0,5,9,8,8,8,4,,5,2,4,4,1,4,,1,1,1,8,,,,,,41,1,1,1,0,1,1,0,0,,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747529216,0,Brazil_Control,0.821608026605935,1,1,0,0,3,52,9,9,1,9,9,9,9,8,9,5,5,9,10,10,8,9,9,6,10,10,10,9,5,5,5,10,10,9,5,10,8,7,5,5,10,8,10,10,10,5,10,10,7,10,10,8,5,5,,9,8,5,5,5,10,9,9,9,5,8,8,8,9,10,10,8,9,10,10,7,0,0,2,0,0,10,8,7,8,8,8,8,8,10,0,10,0,5,5,5,5,5,4,,5,5,4,4,1,4,1,1,1,1,8,,,,,,11,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1743434406,1,Brazil_Treatment,1.14676365814546,0,1,0,0,4,46,8,8,1,10,10,10,10,8,3,4,3,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,10,10,2,10,10,10,10,10,10,10,2,10,10,8,10,10,10,7,9,,6,9,8,10,9,10,,,6,10,9,8,9,8,10,10,7,4,7,9,6,9,9,4,7,6,7,8,5,6,5,5,6,0,3,7,8,3,5,2,1,5,5,4,5,,,,,,1,1,0,0,1,1,0,26,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1743434406,1,Brazil_Treatment,1.14676365814546,1,1,0,0,4,46,9,8,1,10,10,8,10,6,4,5,8,7,7,5,8,7,8,8,6,10,10,10,10,9,10,10,10,10,7,10,9,8,9,7,9,9,9,10,10,8,9,10,3,6,10,9,6,9,8,9,8,9,4,8,3,7,8,8,8,7,,7,5,7,9,9,8,10,10,7,4,8,9,7,6,7,7,6,7,6,6,6,5,5,5,4,3,1,2,2,3,4,4,,5,5,4,5,0,,,,,5,1,0,0,0,1,0,67,1,0,1,0,0,0,0,1,,0,0,0,1,0,0,0,6,6,7,6,7,7,7,7,4,8,7,6,5,5,9,5,6,10
BR_1743462490,1,Brazil_Treatment,0.257649415088204,0,1,1,0,3,49,8,8,1,8,8,9,9,9,9,5,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,3,6,7,8,8,9,7,8,9,9,9,3,9,4,7,9,10,9,3,8,7,9,3,7,7,7,6,6,7,6,5,6,3,5,4,4,6,6,6,6,4,4,5,5,4,5,1,2,2,1,1,2,1,0,0,0,1,0,93,1,0,0,0,1,0,0,0,,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1743462490,1,Brazil_Treatment,0.257649415088204,1,1,1,0,3,49,9,9,1,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,9,10,9,8,9,10,10,5,9,8,8,9,8,5,8,9,8,9,9,8,8,8,9,9,8,9,8,8,8,8,8,8,5,3,3,8,8,7,8,5,8,5,5,10,4,8,3,7,9,9,8,3,7,7,4,6,7,7,4,7,4,4,7,5,5,3,5,2,3,5,5,5,5,4,4,5,5,4,4,1,2,2,1,1,2,1,0,0,1,1,0,53,1,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,8,8,8,7,4,6,6,8,8,8,10,1,8,9,8,8,0,9
BR_1747627392,0,Brazil_Control,0.447522995291668,0,1,1,0,6,46,9,7,1,9,8,10,10,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,5,0,10,10,10,10,10,0,3,8,2,10,10,10,8,10,10,10,10,10,8,0,5,2,10,10,9,10,10,9,10,3,10,1,10,7,3,8,9,7,6,4,,5,5,4,4,1,4,1,1,1,2,1,0,0,0,1,0,80,1,1,1,0,1,1,0,0,,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1747627392,0,Brazil_Control,0.447522995291668,1,1,1,0,6,46,8,3,1,5,3,10,10,2,3,1,3,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,1,10,10,10,10,10,10,10,,1,10,8,10,4,10,10,10,10,10,10,2,4,4,10,10,10,10,10,10,10,10,10,4,10,7,2,7,7,6,3,4,1,5,5,4,4,1,3,2,1,1,2,1,0,0,0,1,0,30,1,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1747348648,1,Brazil_Treatment,0.514063002326469,0,1,0,0,3,76,8,10,0,,,9,10,4,5,4,5,0,10,5,8,10,10,7,10,10,10,10,10,10,10,10,10,8,0,10,10,10,5,8,10,8,10,10,10,9,10,10,10,10,5,10,10,10,10,10,10,5,0,10,10,10,10,10,5,5,5,4,10,8,10,10,5,10,10,10,3,5,5,5,5,8,9,4,5,5,8,8,0,10,8,10,5,5,7,8,8,8,2,,5,4,4,,1,1,2,1,1,,,,,,,,40,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
BR_1747348648,1,Brazil_Treatment,0.514063002326469,1,1,0,0,3,76,5,6,0,,,8,5,9,10,8,9,8,10,9,8,10,10,7,10,10,10,9,10,10,10,10,10,10,0,10,2,5,10,10,10,2,10,10,9,6,10,10,5,10,0,9,10,5,,8,10,,2,3,10,9,10,9,9,,4,,10,8,10,10,5,10,10,10,3,5,6,8,8,9,8,5,5,5,5,8,,10,,8,5,5,8,8,8,10,4,,5,,4,4,1,2,2,1,1,,,,,,,,60,1,0,1,0,0,0,0,0,,1,0,0,1,0,1,0,6,8,9,8,10,5,6,9,6,10,6,3,3,6,6,,1,8
BR_1747622374,0,Brazil_Control,0.755190877448313,0,1,0,0,3,63,10,10,0,,,8,5,6,3,8,2,8,7,10,8,8,10,9,9,10,10,10,10,8,10,9,10,10,4,10,10,10,10,10,10,7,10,10,5,8,7,9,3,9,5,7,9,10,10,10,4,8,3,3,8,9,9,8,8,3,5,3,10,10,10,10,8,10,10,10,3,3,3,5,2,10,10,3,7,7,8,8,8,8,3,8,1,2,6,7,7,5,4,,4,5,4,4,1,2,,,1,,,,,,,,,1,0,1,0,1,1,0,0,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1747622374,0,Brazil_Control,0.755190877448313,1,1,0,0,3,63,10,10,0,,,10,5,6,2,7,2,8,7,10,8,8,7,10,8,10,10,10,10,10,10,10,10,10,,10,10,7,7,10,10,6,10,10,10,10,10,10,8,10,5,10,10,10,10,9,,7,2,6,5,10,10,7,8,5,7,5,10,10,10,10,10,10,10,10,2,3,1,5,1,10,10,8,7,10,8,10,8,10,5,10,2,4,8,9,8,7,4,,4,5,4,4,1,3,,1,1,,,,,,,,15,1,0,1,0,1,1,0,0,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
BR_1739634688,0,Brazil_Control,0.519459833558538,0,1,1,0,6,34,10,10,1,10,10,10,10,10,10,5,2,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,6,10,10,2,8,10,10,8,9,9,10,8,2,9,10,10,9,9,7,9,7,7,10,10,9,9,10,10,9,9,10,10,10,3,10,10,10,10,10,0,0,0,0,9,9,5,7,6,6,6,6,5,1,10,9,10,10,10,10,9,1,1,5,5,4,5,1,2,3,1,1,3,1,0,0,0,1,0,81,1,1,0,0,1,1,0,1,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1739634688,0,Brazil_Control,0.519459833558538,1,1,1,0,6,34,10,10,1,10,10,10,8,2,2,10,1,5,10,10,7,8,8,10,10,10,10,10,10,10,10,10,7,10,10,8,8,9,9,9,9,4,10,10,7,7,7,7,8,8,8,7,7,8,8,8,7,7,8,6,10,9,9,9,9,9,9,9,10,5,10,6,7,10,10,10,10,8,0,0,0,10,10,2,2,2,2,2,5,5,5,10,8,10,10,10,10,10,4,4,5,5,4,5,1,2,2,1,1,2,1,1,0,0,1,0,100,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1748228804,0,Brazil_Control,0.447522995291668,0,1,1,0,6,50,10,10,1,10,10,10,10,2,5,4,2,8,5,5,5,5,5,5,5,5,10,10,10,9,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,10,8,5,5,5,5,9,9,10,8,5,5,5,5,9,5,5,5,5,5,5,10,7,10,7,9,10,10,8,5,5,8,8,8,5,5,8,9,10,9,8,8,8,5,7,5,5,6,7,5,5,4,1,5,2,4,5,1,2,5,1,1,3,1,0,0,0,1,0,20,1,0,0,1,1,1,0,0,,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1748228804,0,Brazil_Control,0.447522995291668,1,1,1,0,6,50,10,10,1,10,10,9,7,4,3,4,5,4,7,9,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,9,10,10,10,10,9,9,9,9,9,9,9,9,9,5,,5,10,10,9,9,9,5,,5,10,10,10,5,8,10,10,10,4,5,5,5,5,8,5,5,7,7,7,7,8,8,4,8,5,7,6,8,8,6,4,,5,5,4,5,1,4,5,,3,3,1,0,0,0,1,0,,1,0,0,1,1,0,0,0,,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,
BR_1748225194,1,Brazil_Treatment,3.22270817047793,0,1,1,1,1,39,10,10,1,10,10,10,10,10,2,5,10,10,10,5,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,3,10,10,10,0,10,5,10,5,5,10,10,5,10,5,10,5,5,10,10,5,10,2,5,5,5,4,4,1,2,4,1,1,2,1,1,1,1,1,0,54,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
BR_1748225194,1,Brazil_Treatment,3.22270817047793,1,1,1,1,1,39,3,6,1,6,5,5,10,4,2,5,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,5,7,5,6,6,5,5,6,7,7,7,7,7,8,10,6,5,5,10,5,10,5,4,5,5,5,4,4,1,2,2,1,1,2,1,0,0,1,0,0,,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,10,10,10,10,10,10,10,10,10,10,10,1,0,10,10,10,0,10
BR_1747902940,1,Brazil_Treatment,0.192132921474794,0,1,1,0,6,28,10,9,1,10,10,10,10,8,10,10,10,9,9,9,10,9,9,9,9,10,9,10,10,9,10,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,10,9,5,10,6,5,5,5,5,5,8,8,10,5,10,10,10,10,10,9,9,5,5,5,5,10,10,5,5,5,5,5,5,5,5,5,10,9,10,10,9,10,,,,,,,1,1,3,1,1,3,1,0,0,1,0,0,20,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1747902940,1,Brazil_Treatment,0.192132921474794,1,1,1,0,6,28,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,9,10,10,10,9,10,9,9,9,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,10,10,9,10,9,10,10,10,10,10,10,9,8,2,2,3,9,10,5,5,5,5,5,5,6,5,8,10,9,10,10,10,8,,,,5,,,1,1,,1,1,3,1,0,0,0,1,0,31,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,0,10
BR_1748229038,0,Brazil_Control,0.754904252195994,0,1,0,0,3,42,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,5,8,8,,,,,,8,,8,2,5,8,8,8,5,4,,,,4,,1,4,,1,1,3,1,0,0,1,1,0,52,1,0,1,0,1,1,0,0,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
BR_1748229038,0,Brazil_Control,0.754904252195994,1,1,0,0,3,42,4,4,0,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,8,10,9,5,10,8,7,7,8,8,8,9,8,8,8,8,8,8,7,7,8,8,8,8,8,5,8,5,8,8,8,8,7,6,7,6,6,10,5,5,2,10,10,10,10,5,0,5,5,5,8,7,5,5,5,5,5,5,8,5,6,5,5,7,7,7,5,2,,,,,,1,4,,1,1,,,,,,,,53,1,1,1,0,1,1,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BR_1748200468,1,Brazil_Treatment,0.40321982064607,0,1,1,0,7,58,7,4,1,8,7,10,10,1,9,3,9,8,9,10,10,10,10,10,10,10,10,10,8,8,9,10,10,10,10,10,10,10,10,10,10,4,4,10,10,8,8,10,4,10,10,10,10,10,10,10,10,3,0,8,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,10,8,0,10,10,2,10,5,7,10,10,10,8,4,1,5,5,4,4,1,3,2,1,1,1,1,0,0,0,1,0,30,1,1,1,1,1,1,0,1,,1,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,
BR_1748200468,1,Brazil_Treatment,0.40321982064607,1,1,1,0,7,58,9,8,1,9,9,10,10,9,10,8,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,9,8,10,10,10,10,3,3,2,10,10,10,10,10,10,10,10,8,2,2,1,2,10,10,9,9,9,1,5,9,10,1,10,5,9,10,10,10,7,4,1,3,5,4,4,1,2,2,1,1,2,1,0,0,1,1,0,51,1,1,1,1,0,0,0,1,,0,0,0,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10
BR_1747392644,1,Brazil_Treatment,0.458563404289408,0,1,0,0,6,54,10,10,1,10,10,8,5,3,5,2,0,3,5,7,8,9,10,10,10,10,10,10,10,8,10,10,10,8,10,10,10,10,10,8,10,,10,10,10,8,10,10,10,10,10,10,10,10,8,8,7,5,2,8,10,10,10,10,10,,5,0,10,0,10,8,10,10,10,8,2,5,9,9,9,2,2,5,8,8,5,7,5,8,2,8,5,8,8,10,9,10,2,,1,5,4,4,1,4,1,1,1,1,1,0,0,0,1,0,80,1,1,1,1,0,0,0,0,,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,
