artifact_id,poll_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
material-4a3aa177d7810b1b-shared,,paper,list luskin fishkin mclean 2013 JOP,data/shared/papers/list-luskin-fishkin-mclean-2013-jop.pdf,material-4a3aa177d7810b1b,meta_data/cdd_papers/list luskin fishkin mclean 2013 JOP.pdf,4a3aa177d7810b1b1c2c9e294c53f2fbd38922ab138d71e298c6fd8bf138c763,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-a9604e1abc61af70-shared,,paper,list-meaningful-democracy,data/shared/papers/list-meaningful-democracy.pdf,material-a9604e1abc61af70,meta_data/cdd_papers/list-meaningful-democracy.pdf,a9604e1abc61af70b5006334527367542e1858a3dac264f04d1944b1dc8d2c5a,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f3671213505686ab-shared,,paper,presidential-nomination,data/shared/papers/presidential-nomination.pdf,material-f3671213505686ab,meta_data/cdd_papers/presidential-nomination.pdf,f3671213505686abc0e58b69c631797ea3f38a02b5065db797738ac9bad88528,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f3671213505686ab-btp-online-primaries-2004,btp-online-primaries-2004,paper,presidential-nomination,data/shared/papers/presidential-nomination.pdf,material-f3671213505686ab,meta_data/cdd_papers/presidential-nomination.pdf,f3671213505686abc0e58b69c631797ea3f38a02b5065db797738ac9bad88528,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f3671213505686ab-btp-presidential-primaries-2004,btp-presidential-primaries-2004,paper,presidential-nomination,data/shared/papers/presidential-nomination.pdf,material-f3671213505686ab,meta_data/cdd_papers/presidential-nomination.pdf,f3671213505686abc0e58b69c631797ea3f38a02b5065db797738ac9bad88528,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-821008bacaea42d8-shared,,paper,structuration200601-c,data/shared/papers/structuration200601-c.doc,material-821008bacaea42d8,meta_data/cdd_papers/structuration200601-c.doc,821008bacaea42d817d8d01ee3b65b15e4ee12fe00847263383b1e1a42101404,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Collection-wide research reference; no claim that every registered poll is analyzed. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f82a63aa53a2c53a-shared,,other,checklist,data/shared/other/checklist/checklist.txt,material-f82a63aa53a2c53a,meta_data/checklist/checklist.txt,f82a63aa53a2c53a8b5816718564eef0352279ecf7d126ad8a8894ea48ddc2ae,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f89088b17abe6e83-shared,,other,checklist,data/shared/other/checklist/checklist.xlsx,material-f89088b17abe6e83,meta_data/checklist/checklist.xlsx,f89088b17abe6e83aa6bcba30a5f1af3e1e4425b8162605626e2158189bc542a,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-d5f46f9a68f01125-shared,,other,data and command file checklist,data/shared/other/checklist/data-and-command-file-checklist.xlsx,material-d5f46f9a68f01125,meta_data/checklist/data and command file checklist.xlsx,d5f46f9a68f011257e432cd17d60e4126f4ccbbaf498b6a06085bcd2bdbae8ff,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-1afc0ab70555bb5f-shared,,other,dp eval qs,data/shared/other/dp-eval-qs.xlsx,material-1afc0ab70555bb5f,meta_data/dp_eval_qs.xlsx,1afc0ab70555bb5fe35607cfee462b44073c721bc2ba89890a5b101f82a0dee1,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-66a872e85d4ac72f-shared,,codebook,hlmcodebook-2,data/shared/codebooks/hlm_codebook/hlmcodebook-2.xlsx,material-66a872e85d4ac72f,meta_data/hlm_codebook/hlmcodebook-2.xlsx,66a872e85d4ac72f17778c1c66e1a98370c4ec6acdf1362900dcfd4c08033367,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-b3822ab0e467d621-shared,,codebook,hlmcodebook v10,data/shared/codebooks/hlm_codebook/hlmcodebook-v10.xls,material-b3822ab0e467d621,meta_data/hlm_codebook/hlmcodebook_v10.xls,b3822ab0e467d621f9f73a80542672e0d36e3e97df1f7942f4b6c7b5f3d06c79,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-6d02c83d70448862-shared,,codebook,hlmcodebook v2,data/shared/codebooks/hlm_codebook/hlmcodebook-v2.xls,material-6d02c83d70448862,meta_data/hlm_codebook/hlmcodebook_v2.xls,6d02c83d704488626eb77c25d0f71f1b18268b0274a7dff14ff6759bfb4ec9d6,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-2e5ae5b514868897-shared,,codebook,hlmcodebook v4,data/shared/codebooks/hlm_codebook/hlmcodebook-v4.xls,material-2e5ae5b514868897,meta_data/hlm_codebook/hlmcodebook_v4.xls,2e5ae5b5148688978ff1d2ce6e2124d57deb100e412b9472b1147ab458c0033a,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-f47c6b8aca1aec18-shared,,codebook,hlmcodebook v5-1,data/shared/codebooks/hlm_codebook/hlmcodebook-v5-1.xls,material-f47c6b8aca1aec18,meta_data/hlm_codebook/hlmcodebook_v5-1.xls,f47c6b8aca1aec186906a21f8587b0866efb9eb9e9992a8743c1bb5194bb41ee,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-acc7e178b87147d4-shared,,codebook,hlmcodebook v7,data/shared/codebooks/hlm_codebook/hlmcodebook-v7.xls,material-acc7e178b87147d4,meta_data/hlm_codebook/hlmcodebook_v7.xls,acc7e178b87147d440de3cdaf2cdea7b50168a572d2c231a3a493f9c4be539bf,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
material-4035894c4e16c962-shared,,codebook,hlmcodebook v8,data/shared/codebooks/hlm_codebook/hlmcodebook-v8.xls,material-4035894c4e16c962,meta_data/hlm_codebook/hlmcodebook_v8.xls,4035894c4e16c962e50a59df227aefe0b71c506af1eab494036a87a091761845,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
